REF_AREA,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,BASE_PER
FRA,PRVM,IX,BTE,Y,_Z,2018-01,102.21628317,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2018-06,104.26960433,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2018-07,103.72205202,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-06,103.46783131,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-08,97.75764292,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-09,96.3692067,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-01,99.61540969,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-08,100.14340656,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2023-06,99.29274494,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-04,99.28296722,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-03,103.24294375,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-05,104.80737892,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2021-05,103.36842105,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2021-08,104.84210526,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2021-09,105.57894737,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2021-10,105.47368421,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2021-12,105.89473684,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2022-03,106.84210526,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2022-05,106.73684211,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2022-06,104.21052632,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2022-08,107.78947368,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2022-09,104.94736842,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2023-06,103.47368421,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2013-01,100.10526316,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2013-04,98.21052632,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2013-08,98.10526316,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2014-01,100.63157895,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2014-02,99.89473684,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2014-05,98.31578947,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2014-06,100.31578947,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2014-08,97.36842105,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2014-12,99.05263158,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2015-01,98.63157895,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2015-02,99.47368421,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2015-06,100.42105263,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2015-07,101.47368421,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2015-10,100.21052632,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2016-02,100.63157895,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2016-05,100.73684211,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2016-07,101.78947368,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2016-09,102.21052632,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2016-10,102.73684211,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-01,102.31578947,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-02,103.26315789,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-04,103.78947368,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-05,104.63157895,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-11,107.78947368,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-03,107.78947368,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-08,107.36842105,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-10,107.26315789,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-11,105.26315789,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-09,105.26315789,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-10,104.63157895,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-12,102.10526316,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2020-03,74.42105262999999,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2023-05,103.36842105,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2023-08,103.36842105,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2023-09,102.94736842,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2023-10,102.94736842,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2024-06,99.47368421,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2024-07,98.21052632,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2024-08,98.94736842,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2024-11,98.73684211,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2025-10,98.42105263,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2021-02,102.947368421053,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2025-04,98.84210526315788,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2026-02,98.6315789473684,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2026-04,99.78947368421048,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2026-05,99.4736842105263,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2012-02,104.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2014-11,98.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-12,111.26315789,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-07,106.52631579,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2021-04,104.94736842,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2024-02,101.15789474,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2024-03,100.21052632,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2024-05,99.26315789,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2024-09,98.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2024-12,96.42105263,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2025-02,98.10526316,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2025-09,99.36842105,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2025-11,99.68421053,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2026-03,99.36842105,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2010-01,105.789473684211,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2011-01,108.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2013-03,98.9473684210526,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2013-06,100.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2013-09,100.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2013-11,100.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2014-10,98.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2015-04,100.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-06,106.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-10,106.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-03,106.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2022-02,106.526315789474,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2022-04,108.947368421053,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2022-11,103.57894736842098,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2023-02,104.736842105263,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2023-03,104.0,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2023-04,101.789473684211,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2023-11,100.947368421053,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2024-01,100.105263157895,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2024-04,99.1578947368421,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2025-01,99.0526315789474,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2025-03,98.1052631578948,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2025-05,98.421052631579,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2025-12,99.1578947368421,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2026-01,98.5263157894737,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2010-04,106.31578947,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2010-08,113.15789474,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2010-09,108.31578947,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2011-02,110.84210526,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2011-03,111.15789474,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2011-05,110.10526316,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2011-07,108.84210526,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2011-09,107.68421053,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2011-10,106.21052632,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2011-11,107.05263158,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2012-08,102.94736842,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2012-09,102.73684211,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2012-11,99.26315789,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2010-02,104.94736842,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2010-03,105.36842105,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-07,101.96520618,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-08,99.45231958,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-12,99.74226804,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-01,101.28865978999998,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-08,101.48195875999998,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-10,101.86855669999998,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-12,99.3556701,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-01,101.09536081999998,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-04,103.31829897,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-08,106.31443299,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-10,103.7048969,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-01,105.92783505,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-04,97.61597938,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-05,96.8427835,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-09,98.67912371,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-10,98.00257732,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-11,99.64561855,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-02,99.16237113,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-03,99.45231958,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-05,96.45618556701,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2016-03,100.73684211,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2016-04,102.52631579,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2016-06,99.57894737,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2016-08,102.42105263,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2016-11,103.68421053,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2016-12,105.47368421,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-03,104.21052632,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-07,106.84210526,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-08,108.73684211,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2017-09,105.47368421,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-01,106.73684211,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-02,106.21052632,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-04,106.21052632,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-05,107.15789474,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-06,107.57894737,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-07,106.42105263,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-09,107.47368421,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2018-12,105.89473684,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-01,106.31578947,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-02,106.94736842,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-04,104.52631579,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-05,106.73684211,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-06,106.42105263,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-08,105.68421053,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2019-11,104.84210526,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2020-01,105.36842105,A,2015
ITA,PRVM,IX,BTE,Y,_Z,2020-02,103.47368421,A,2015
